"review_id","sentence_id","sentence_category","sentence_category_group","sentence_topic","sentence_sentiment","entity"
"8d78a61402b5b46a7560698fe95c43bb","f21ae526576e1c771203f4b1a7aef2a7","Food","Menu","Comments","Positive","Pancakes"
"f6395cba2d24e363a202e478b4bbedac","64e36e6ed114ad08158dd37b15466934","Food","Quality","Taste","Positive","Cadillac Margarita"
"8b6f97709833c19dfb7ff786994229ef","de07eaba710fa3007befe54252405200","People","Team","Hospitality","Mixed","Kids Eat Free"
"ddf7026b962f8de2bf3be26cbfbcc7fd","f8f4769477f3979763ea02d90550109a","Food","Quality","Taste","Positive","Food"
"2662d9ff6f08caea940044f0ed8e7c42","42ec34542f12330189c0cdd754df9e12","Food","Quality","Taste","Positive","Potato"
"148aa56d6ae2452bf2032be94cd3478c","437c6633d5d35aa2a1d1f4a9817050e9","People","Team","Hospitality","Positive","Packer"
"507ba3ed88c9cc1ff642bff1ff7afb37","7881c622008784a29bacc7401b29cba4","Food","Quality","Taste","Positive","Organic"
"33fa228c4ab0c4bc139a8bd202d1a896","582b500af2927fc0fcfa7e0b77263c97","Food","Quality","Taste","Positive","Tacos"
"f269a1165cb0af4444806207a1ecdb01","99b8c01d6a28ed090b6ac5f2da98a048","Food","Quality","Appearance/Presentation","Negative","Potatoes"
"460595029c8d0351b10b0164d10f1cee","3c8f8ddca0c1c0c24ff44f26d6532921","Experience","Payment","Cost of Meal","Positive","Service"
"507ba3ed88c9cc1ff642bff1ff7afb37","e71b800395378807cc39f8bba10023f4","Experience","Amenities","Amenities","Positive","Weekdays"
"b6a6954322e88e24ddb54dd1c0269d2d","5916c434659ef38f39bfd02edf5ca412","Food","Quality","Portion","Negative","Classic Chicken Sandwich"
"6f09c9e7e14fd6e6464169b55211b3f7","9de6bfcb1c57ee30c039b4d51e303220","Experience","Loyalty","Loyalty","Positive","Ihop"
"148aa56d6ae2452bf2032be94cd3478c","437c6633d5d35aa2a1d1f4a9817050e9","People","Team","Hospitality","Positive","Waiter"
"35a0beaa65074ec835ea074648319f59","6f4c651d1d25df36ed13d5a63fd7579b","Food","Quality","Taste","Positive","Staff"
"82bf4d9452ddc2786d2aac9c4e4ec40e","d3a5d6ce6c7c0c82eb8a28c2d0d27fc0","Experience","Payment","Cost of Meal","Positive","Show"
"483bc58ef10d4d043f9f77429f857f82","0a96f8cf466d0acf1ee9e0bee4433abb","Experience","Amenities","Amenities","Positive","Atmosphere"
"507ba3ed88c9cc1ff642bff1ff7afb37","ee33bc8556215d9ca41b5ec80315e690","People","Team","Hospitality","Positive","Menu"
"bf5a04bb8ba812c399d8cf4c14dbf226","5b2a404c87c443c73a5213248f66e700","Experience","Payment","Pricing Accuracy","Positive","Happy Hours"
"878e42ae93f91b43d721cacb59582d2f","e962290bcd5a49a64cc344933e434f70","Experience","Amenities","Inquiries","Positive","Pita Bar + Grill"
"8bb19537cd2d10a2049f4c4ac91692c5","f0c76518312fec8e2f963cf689a59a7e","Food","Quality","Temperature","Negative","Yolk"
"6885051ded4665138aa55ed085c18108","b594ebf003eb8dc76373d34308ff1d18","Experience","Loyalty","Loyalty","Positive","Fuzzy Navel"
"181de88bce5e0a2e35f77bd0fd42b5f0","6e88978915dd37b0c91416e2f2353766","Experience","Amenities","Amenities","Positive","Summer Evening"
"05f503abb42b62692117816f927697ec","a4a03d1e59ebb908be504f1ffb21e5bd","Food","Menu","Comments","Positive","Baba"
"660970e002b4edbdac741b5ee8d521c5","1892569d30eaa1f30e0a3055dd7b4dd2","Food","Quality","Texture","Negative","Bacon"
"2dd2f3683f0c4a6fd7241c7501bd4a5a","83a4481255acbf9c7ff4ccbfa1621093","Experience","Payment","Cost of Meal","Positive","Drink Order"
"e9fa6ec73bb625365fa8e9bf4c76aa59","2c16029375b0431aa9e5212f7af2e5ab","Food","Quality","Portion","Negative","Tacos"
"67adbcdf339098b0ba8c86a512b14eea","ad34de57460db914d2ca91fa39f1bd1a","People","Team","Hospitality","Negative","Manager"
"aa2dfebf03f6a624d59efe8cb8c1932d","40c2d62fa9b25b56385ef4f135119508","Experience","Loyalty","Loyalty","Positive","Ihop"
"3b1538f41ca4bef866c02c9fe4bc1dd1","c61a9f6b9a7c49428db3f06249468687","People","Team","Hospitality","Positive","Service"
"7e3037b9777c518df0d74f47b5859c9d","9148ae59a22b863845ff2cf6a6df3a31","Food","Menu","Comments","Positive","Meat Market"
"c01e62ce81827f011d77c76c23914935","b0e648ef5aad0b87abb4c706c1806e0e","Food","Quality","Taste","Negative","Gravy"
"bdd1bf4058485084f794430cb8dfefd2","60e6d1567366235dfc0f34f7d7f69ed0","Experience","Amenities","Comments","Positive","Dining Area"
"015a62dbc30428276dfff2e3732f212b","6777eb4cafe6bca05e206bddafad8721","People","Team","Hospitality","Negative","Server"
"186f26d8df8af103ed10f04980b20e08","b0ff67caa2cec93aa548f01dca912e1f","Food","Quality","Taste","Positive","Chicken"
"8223d6ccec56d90ec65f66f008d796e2","f4f1121d82e2c6ad4e556939d00ebb00","Food","Quality","Texture","Positive","Cheesecake Sponge"
"5c4f00ab961c81d3fdc89af3e4f4cd64","8a456dd8992f235afc052c3887ac7008","People","Team","Hospitality","Negative","Debt Card"
"117f0962262bdaf8143108050186a212","79c1fc788f56d81a266dd4fd84006e82","Experience","Amenities","Comments","Positive","California"
"6d735e8bdad070212e01c1fa5000af39","86abefd7741fbaaad94245b0efa8baae","Food","Quality","Freshness","Negative","Blueberries"
"aaa40bf5f30576ef627c99a625971d87","3be52b4a1d0b752697055f83b01043af","Food","Menu","Comments","Positive","Coffee"
"ca95d4dd16b3bb71a7d956e2a7623482","99380c1cb4a0042f247a558da1fff310","Experience","Loyalty","Loyalty","Positive","Hollywood Fringe Festival"
"4cdcdef57b1626cc2530621e2a2e98ee","86f195daa81402e62361fb9243ab2a26","Experience","Loyalty","Loyalty","Positive","Place"
"d72ec3aa0e8dbcc8514fa21755f23855","4b8995ed13dd7cb9ae06638f51045303","Experience","Amenities","Amenities","Positive","Cozy Atmosphere"
"fed76a461a1a8032d0f3b312e675f090","0b441dba15205b9a1ec0c295612e77cf","Food","Quality","Taste","Positive","Grits"
"68c9b4a49cb5aba9d28d3cc2abc11c34","a36e0bffff8fd6612c5c005472ab0ce9","Experience","Cleanliness","Dining Room","Negative","Utensils"
"f269a1165cb0af4444806207a1ecdb01","99b8c01d6a28ed090b6ac5f2da98a048","Food","Quality","Appearance/Presentation","Negative","Chicken Tenders"
"4c7ad1d8ceb14d40af7842b81326906b","749b76758fc049508e358e9167e3e00a","Food","Quality","Taste","Positive","People"
"a01d051f1b9bfdffd8fb2d6c0f686e84","8c25fc532f06d12810cf5efe41dcac69","People","Team","Presentation","Positive","Owner"
"7e3037b9777c518df0d74f47b5859c9d","3eade14d1a74227f7f8a786639115564","Experience","Payment","Cost of Meal","Positive","Prices"
"82bdf621b070157c6c46f1ed3aee4936","9a7797fc3aed99573b55d9d875d6f00e","Experience","Inquiries","Inquiries","Positive","Jalisco"
"2d6ab3502c9014131d9734fca39edd51","264980fc2853bbab1ae7d3c1bbf7dca9","Experience","Ordering","Speed of Service","Positive","Coffee"
"cad519ad9b45ee364e643c380dd69c1e","746f64174c6bf443401f69a4a258bb26","Food","Quality","Taste","Positive","Belgian Waffle Combo"
"c1c1cc96fcb5a0a6fb86d4e7137fda35","94786e6885d76c1ccb03f1bb9c75203c","Food","Pricing","Cost of Meal","Positive","Food"
"3b1538f41ca4bef866c02c9fe4bc1dd1","2e1264f320599276a41f3a422e0a3290","Food","Quality","Taste","Positive","Portions"
"2b4768c85673232bd7d224fafcad0bfe","f350ae1da3fb15b0f4c643ec2b1b2e51","Food","Menu","Comments","Positive","Strawberries"
"fed76a461a1a8032d0f3b312e675f090","138eb5d19b37cee8458d55fc25fb59a3","People","Team","Hospitality","Positive","Butter"
"5c4f00ab961c81d3fdc89af3e4f4cd64","7e976c141bd3f8e7f12c908b5893f4c2","Experience","Loyalty","Loyalty","Positive","North Hollywood"
"e4cd324d957d599ca9b91db4611cfd22","6c0f6e468d67d894d150728da334d00e","Experience","Amenities","Amenities","Positive","Place"
"82bf4d9452ddc2786d2aac9c4e4ec40e","a53b4678d3c965a4314e549c90b88aa3","Experience","Amenities","Amenities","Positive","Inside"
"2b1cacf836678060517e35b88ea88118","27e32362a92b7e83535c242b011bd370","Food","Quality","Taste","Positive","Items"
"28bc6ed6fdff2494e5c1793273668776","b6825a6dcdc671fcf6835eb15dd2a468","Food","Quality","Taste","Negative","Omelette"
"015a62dbc30428276dfff2e3732f212b","ddb47cba2d385b58bbd2fb9b6da06807","Experience","Loyalty","Loyalty","Negative","Owner"
"64ad504f0f566477328f271c0256c840","50f649f5984908bc2d59da514e53f19d","Food","Quality","Freshness","Negative","Sandwich"
"e59b1db639688a30089dbf7dd4f1c5f7","b2d36553e596e9613d53f72e64024416","People","Team","Hospitality","Positive","Staff"
"878e42ae93f91b43d721cacb59582d2f","cbd9ce62b21de05a8a7011b3b0e53a94","Experience","Amenities","Inquiries","Positive","Indoor Seating"
"b7fb9c39cbec721fbeab35cae6d0d4e1","d072ad3c6fe6e560334dca92692bf368","Food","Quality","Taste","Positive","Tasty"
"cde5946400767a96f8c631b25604723b","55963500a666161422fa49932f734c10","People","Team","Hospitality","Negative","Sister"
"148aa56d6ae2452bf2032be94cd3478c","1c4a78bc6a49e5c0a91dd9e574ac5aab","Experience","Loyalty","Loyalty","Positive","La"
"e8e2a01766bcb3f9ea2df1a6219cd236","a6dcc922344c1c25ba9fcc4cc20d20cc","Experience","Amenities","Amenities","Positive","Liquor"
"395f96b47a85c3bb397ef207a526ea31","a801d0e0daea4861cd6c15b15afd69a3","People","Team","Hospitality","Positive","Car"
"e8e2a01766bcb3f9ea2df1a6219cd236","72bcd38329c035317f9be6083b281486","People","Team","Hospitality","Positive","Wife"
"6d735e8bdad070212e01c1fa5000af39","3527dfbb3ea04f0127e31e95e7c2a168","Food","Quality","Taste","Negative","Blintzes"
"14fe7e6ed21ced5fb8584d9e0af12e8c","accefe12174af89a2388c9f7323b919e","Experience","Loyalty","Loyalty","Positive","American Diner"
"35a0beaa65074ec835ea074648319f59","0f37c3251a59671a7a9a30fe33b96737","Experience","Amenities","Comments","Positive","Coffee"
"567496072cca0189feae1c7df5e53f13","29545499d2d30295de5c8f3a8813c121","Experience","Amenities","Inquiries","Positive","9:30"
"69c0841b17189018f9399b13252f9d9c","710c3737062f80d39200855b1a7c49a5","Food","Quality","Taste","Positive","Caramel"
"b78bf927ce2b19a2b09e96ed754bf812","827b02c5681b63ab953edc617d287989","Food","Menu","Comments","Positive","Mediterranean Tacos"
"8d78a61402b5b46a7560698fe95c43bb","abbda72e890b44b3a384a28d0b78c016","Experience","Cleanliness","Bathrooms","Positive","Restroom"
"64ad504f0f566477328f271c0256c840","9b448a6b61d5764243ac1b2b8e76b9b5","Food","Issues","Food Safety","Negative","Sandwich"
"aaa40bf5f30576ef627c99a625971d87","880dfbb15ad4e4c286c2389969895648","Experience","Amenities","Inquiries","Positive","24h"
"d5762caf3119655ddd53ede234142b53","40b21c58884261598c0c6c87b3454de3","Food","Quality","Taste","Positive","Beacons"
"9d23406b6077861a6566ef3cf6f7bf26","dae5f90f51c19886cc6e2feb9b5d1edb","Food","Quality","Taste","Positive","Atmosphere"
"6488412a4ac03b419957429a0e636622","3f959fddcc71c395bdc7cd3421f97477","Food","Issues","Quality","Negative","Drinks"
"32821f75f6097d01700d18ca0b70a4e0","5fc7d6cef716b660bc1c29f72b20cd60","People","Team","Hospitality","Positive","Employees"
"d9d9e26b34596821bbd778fa831cedaa","a191dc386f720ae71037a5e7f1d3125c","Food","Quality","Taste","Positive","Protein Pancakes"
"83870e53baecd09a6268b36a3c487aec","4062e8e5dc4bde0efb140ef92422beb8","Food","Quality","Taste","Positive","Carne Asada"
"fcd7cc560ffa01fad216dfa74168aadd","bf2f99bfbc7bf7e68f4c18bc9b94bebe","Experience","Amenities","Comments","Positive","90s Alt Music"
"e17317f6664f28c609af9a73e0761a62","2d01754d4a6b4e547b07a3d2fb1c54df","Experience","Loyalty","Loyalty","Positive","Fuzzy's"
"8b6f97709833c19dfb7ff786994229ef","de07eaba710fa3007befe54252405200","People","Team","Hospitality","Mixed","Service"
"2dd2f3683f0c4a6fd7241c7501bd4a5a","7682b8955aec242ffbcd29e7b85081cf","Food","Quality","Taste","Mixed","Fish Tacos"
"b0fd7d937df74721def5f83f0f16528e","c83222eb937e418f189849b6f0f63e07","Food","Quality","Taste","Mixed","Rice"
"395f96b47a85c3bb397ef207a526ea31","a801d0e0daea4861cd6c15b15afd69a3","People","Team","Hospitality","Positive","Matches"
"32821f75f6097d01700d18ca0b70a4e0","c780575f1b8a6d9d28a5dff4dbde7266","Food","Menu","Comments","Positive","Hash Browns"
"a5ce6387c0110ca1970c1cfa1395ca92","1932117bafa457cbfbf2c828757ff6cb","Experience","Amenities","Comments","Positive","Airport Hotels"
"b09234e89c4e2d66da1cd08687438f4d","16ef0f91aac0ad1a28e2dea04d8eb7c7","Food","Quality","Taste","Negative","Hot Sauce"
"e4cd324d957d599ca9b91db4611cfd22","9e3a27fc4c82ef0ed815226612e789b7","Food","Quality","Freshness","Negative","Meat"
"0286cf170ea05390575d0e28f604b9a6","85bd4bb93ca774a0cd386178c8367948","Experience","Ordering","Speed of Service","Negative","Three Tables"
"2711cd8333cab77fcf014f8934908d4d","7bd85732ee263ca2b7b2358c53b8c8e7","Experience","Amenities","Amenities","Positive","Place"
"483bc58ef10d4d043f9f77429f857f82","dbd8d177b5ef00dd533056bc31ebd36d","People","Team","Hospitality","Positive","Service"
"3b1538f41ca4bef866c02c9fe4bc1dd1","63e67cc762b154d92f42d7c4d7128af6","Experience","Amenities","N/A","Positive","Lunch"
"7c559c51e85d97cf4f1c5cd546cedfc9","6f59e73384937fb88056d2cc5355680a","Experience","Amenities","Inquiries","Positive","Surf Shack"
"654cea3e82554bc615bb95b3643d1031","1fd2bbf152f2dd825e5f07fb77cc967b","Food","Quality","Taste","Positive","Food"
"c1c1cc96fcb5a0a6fb86d4e7137fda35","c86d5b9d6d887d8a64b718964bc16e34","Experience","Loyalty","Loyalty","Positive","Applebee's"
"2f38557c0e6d92658c7b71277e3eeff8","8b8ff6863817f2eb4c781ad6e78a3074","Food","Quality","Taste","Positive","Food"
"4a45195fa20f039934386fc0ce13b00d","93251b74fa0b110fda096245b0249b37","Food","Menu","Comments","Positive","Rotisserie Chicken"
"8461af19ede01e58580d924701b99072","825a5c579318bea5e46c51ba91f3792a","Food","Menu","Comments","Positive","Chicken Fajita Omelette"
"6488412a4ac03b419957429a0e636622","21483d962fc559e046e8995067bffc80","People","Team","Hospitality","Negative","Security"
"5277ad7cbf23c7cb3fbcccb53746116b","558ba57fbc1ee785600225d7e017b961","Food","Menu","Comments","Positive","Tempora Shrimp Taco"
"b6a6954322e88e24ddb54dd1c0269d2d","cc70b99141a2c83e4d1ff8987d640ade","Food","Quality","Portion","Negative","Bread"
"4189f4e335d99a1529e0a528a8ef7184","91beff2042f21f843747003b728331b8","Food","Quality","Taste","Positive","Double-Chocolate Chip Pancakes"
"2711cd8333cab77fcf014f8934908d4d","622c1b68b15181cc0a5a04774b88307a","Experience","Loyalty","Loyalty","Positive","People"
"afe93f0212ec5da8d7bced8a38b12079","41c1c8ae9567f36b71501b819937270c","Food","Menu","Comments","Positive","Hash Browns"
"b71cd18f5406eff6cd344014b274f673","30527b2ce1259e4ea5c612ef40df1407","Experience","Ordering","Order Accuracy","Negative","Ihop"
"74c78a0569cae39583908ec861238300","31e87c02bb6d11678f50c686fef5abca","Experience","Amenities","Comments","Positive","Nostalgic Breakfast Diner Atmosphere"
"d9d9e26b34596821bbd778fa831cedaa","a191dc386f720ae71037a5e7f1d3125c","Food","Quality","Taste","Positive","American Breakfast"
"c6210c43b846b6e9a32d0649d68b3890","c7badff5d242ab42fbb1952e8339f8de","People","Team","Hospitality","Positive","Family Restaurant"
"40bf83aa39d71b533f603b2eac87b04e","094b920b22786341ac6bcbcc27aa8674","Food","Menu","Comments","Positive","Pancakes"
"05f503abb42b62692117816f927697ec","6d84809e46523bef8f2d1e8c097d6473","People","Team","Hospitality","Positive","Habibi"
"fd78ece3678c2440e9ab4e381540bab3","546d52a31f0aea142695cb4c574bffd9","Food","Quality","Taste","Positive","Chicken Salad"
"b71cd18f5406eff6cd344014b274f673","54e63c1d26e2b5e7e17babcf23297b15","Food","Issues","Availability","Negative","Ranch"
"878e42ae93f91b43d721cacb59582d2f","3ab27f3927710b60dd808a553e5cf33b","Experience","Loyalty","Loyalty","Positive","Happy Hour"
"9bbf2e8648947d9810a5c504ce379464","f5c355f0c7309cff93fc25c9f36ba9e1","People","Team","Hospitality","Negative","Cafe"
"321ff57906cdadc9666de7c45e2e982a","e78d265f492308536b233ce3eefb19f0","People","Team","Hospitality","Positive","Robert"
"ecd3edc45d6e6b6021fc88ccbb49353d","abeb94cf44523cf9d1d95c0f625dd474","Food","Quality","Taste","Negative","Crepes"
"2662d9ff6f08caea940044f0ed8e7c42","506b7ea03aee306218335ff03ef2f07e","Experience","Loyalty","Loyalty","Positive","Fuzzy's"
"6839cf96c1cbcac6d0b4b7707df0f4c4","6c1c7a291c9b29f8cd014576d62e29ab","Food","Quality","Taste","Positive","$8.99"
"654cea3e82554bc615bb95b3643d1031","8952f12b7e91d10f14452e839f8a1839","Food","Menu","Comments","Positive","55+ Menu"
"14fe7e6ed21ced5fb8584d9e0af12e8c","af0e7359fc5a50aa77f874837c3dd465","Food","Menu","Comments","Positive","Egg Benedict"
"8bb19537cd2d10a2049f4c4ac91692c5","f0c76518312fec8e2f963cf689a59a7e","Food","Quality","Temperature","Negative","Eggs Benedict"
"d405e1f4745cdafea24fb66c7ff6d89a","aaad772d1274f3f6ed3214c40b341d81","Food","Issues","Food Safety","Negative","Expired Products"
"878e42ae93f91b43d721cacb59582d2f","8f86ae4d92145bdfdc23b67bfc079b14","Food","Issues","Availability","Negative","Shrimp"
"3e48e9a824e69cf062ced03e55bea555","e1e7965e4b7e48234e75f210fe5e97a6","Experience","Loyalty","Loyalty","Negative","Establishment"
"f269a1165cb0af4444806207a1ecdb01","37309b35bb91726c31ff8ac82e760fac","Food","Quality","Texture","Negative","Fries"
"0286cf170ea05390575d0e28f604b9a6","45c32713812992dc6366bdd8bbe68902","Experience","Inquiries","Inquiries","Negative","Burbank Location"
"c7f18ed520f6010dea9431e112cdff4c","c064c6f849d04d6e153631fda058739e","People","Team","Hospitality","Positive","Lily"
"b6ea48f7de868477c1389eea0fb89da0","0509c8be96533ad248143c6d738d0043","People","Team","Hospitality","Positive","Juan"
"395f96b47a85c3bb397ef207a526ea31","5673853566c9cf28591f7f7e863ba73b","People","Team","Hospitality","Positive","Small Candle"
"fcd7cc560ffa01fad216dfa74168aadd","4a4c4e64a9c89486e05baf901c717d57","Food","Quality","Taste","Positive","Hazy Ipa"
"5f28567bd60b932a9338b9b92365ecff","07ab94e533425251cc04981c4d0d8d50","Food","Menu","Comments","Positive","Diner Food"
"73e9876b040c490114670c815db20fea","5a46ed6b7f9274ebede0baa8cf5c6f54","Food","Quality","Freshness","Negative","Guacamole"
"18d707f5c569627771a49e4ec598733c","81305c321731a61fa54d9d7ea22abb0b","Experience","Amenities","Amenities","Positive","Hang Out Spot"
"1e5795c4782b92eec801852c1cfb16e9","6ba9cc0ed3f9b70a9b6145511fffee5f","Food","Menu","Comments","Positive","Dishes"
"3b1538f41ca4bef866c02c9fe4bc1dd1","63e67cc762b154d92f42d7c4d7128af6","Experience","Amenities","N/A","Positive","Weather"
"bdd1bf4058485084f794430cb8dfefd2","60e6d1567366235dfc0f34f7d7f69ed0","Experience","Amenities","Comments","Positive","Seats"
"4c7ad1d8ceb14d40af7842b81326906b","a33e92d46f176359c2f691b3f9231c47","Food","Quality","Taste","Positive","Taco Place"
"460595029c8d0351b10b0164d10f1cee","bdef75ec754b0e5f9d51fc1edb45ee3c","People","Team","Hospitality","Positive","Friend"
"20141c7b6827c5e79bde8503738daba9","e0b890e63d41faec7a656a2cd1d9e76d","Experience","Amenities","Issues","Negative","Music"
"c7f18ed520f6010dea9431e112cdff4c","99a2ca63ea746b5efed1e387bbf5f524","People","Team","Hospitality","Positive","Father"
"3fb230759ba4d061a817b4e55e7a4cc7","b23ee0410e054cc56ed88735fc681fc3","Food","Quality","Taste","Negative","Brown Omelet"
"df24ad8da7224bb9bd55b828d778c1ba","937f27ddad916db1c681741b3e6e5fdf","People","Team","Hospitality","Positive","Owner"
"2ac9656b4b44087bf0e5dd4a0a32342d","131df7ec0ae851904d240002333d6b8c","Food","Quality","Taste","Positive","Jarritos"
"8d5d9079bbe27c37dd0dd85d5cb5bc6c","67bedced88d12910c9c2d98a204cbb8f","People","Team","Hospitality","Positive","Staff"
"b7fb9c39cbec721fbeab35cae6d0d4e1","89bd1e71693c0b2bb999fd20a3e845fc","People","Team","Hospitality","Positive","Staff"
"257ad0bbbcc396bc690c0e3f4e0fdced","c76d1cebf13d4608e81f532759f50f39","People","Team","Hospitality","Negative","Karol"
"20141c7b6827c5e79bde8503738daba9","e6a151f6f9f716a8bfe9428f52f6cce0","Food","Issues","Food Safety","Negative","Big Group"
"ca95d4dd16b3bb71a7d956e2a7623482","504c89a66fb311ba841fac9153ba6aa8","Food","Quality","Taste","Positive","Sauces"
"395f96b47a85c3bb397ef207a526ea31","5673853566c9cf28591f7f7e863ba73b","People","Team","Hospitality","Positive","Back Room Drawer"
"654cea3e82554bc615bb95b3643d1031","1fd2bbf152f2dd825e5f07fb77cc967b","Food","Quality","Taste","Positive","Coffee"
"935bc5df37b68bb01c5325085c2fcf47","3f97170707abec946867bae69784499c","Food","Issues","Availability","Positive","Hot Sauce"
"f0188d5b33b0e44e02e241e6e734e4cf","87b5ecc79be83e63a71467f8b581ca22","Experience","Loyalty","Loyalty","Positive","This Place"
"18d707f5c569627771a49e4ec598733c","65e7c44b02632fac1254e2855c929c5e","Food","Quality","Taste","Positive","Fajita Tacos"
"16f4316e007da8762259127c5f6e03ad","88cb8ae73ed2964a46ad41abe2b4e04e","Food","Quality","Temperature","Negative","Food"
"4de68e8c2ac3d3c778d2dcab232c3046","59008b49b141bd38b22425c798e0dd5f","Experience","Ordering","Speed of Service","Negative","Friend"
"e4a840c8419098663c45ded4ce2a2de6","aaf8b9d267037d10f3b08cf5c3949bf5","Experience","Ordering","Speed of Service","Positive","Table"
"2711cd8333cab77fcf014f8934908d4d","eb113c093341c536841ba8133bbaa128","Experience","Amenities","Amenities","Positive","Karaoke"
"73969ef8878774f778d6f79998f0479e","93a6896da1185f5b1287c8f1d2f5339e","Food","Quality","Taste","Positive","Food"
"05f503abb42b62692117816f927697ec","b18f84fde0bbf77210bbbd448cbfaa79","Food","Quality","Taste","Negative","Line Cook"
"637246865537965a7a1bbb7c2186356a","2881f94614b3aa70e95152990256f910","Food","Quality","Temperature","Negative","Plate Of Food"
"7ba63d8b75c448f74c11aa40be65a137","343cf788fb8d9a1705557954c5acec16","People","Team","Hospitality","Positive","Server"
"483bc58ef10d4d043f9f77429f857f82","5b37ca3959cfba7abac039df1d46214c","Food","Quality","Freshness","Positive","Tacos"
"df9c71616e113861a1b545a106915cb7","2730df9c305765fcc86b4ef6ec521dbd","Experience","Loyalty","","Positive","Air Balloons"
"d1ed7c175ccee83d290cbb770415f060","ced3eb0c33e68f8bc75ebf3e0f7a6af2","Food","Quality","Freshness","Negative","Tacos"
"77ace14cf75dd454f9e210d60c5479b3","7616ce7e0dba3e725e5e70e0a04b0155","Experience","Ordering","Order Accuracy","Negative","Ihop"
"0286cf170ea05390575d0e28f604b9a6","bd1a301022e7ddb5a0591bfb751a56c7","Experience","Loyalty","Loyalty","Positive","Meal"
"637246865537965a7a1bbb7c2186356a","f15135bf4674dc62f11ffa171ae4feb1","Food","Issues","Food Safety","Negative","Mold"
"3b1538f41ca4bef866c02c9fe4bc1dd1","2aafd064ccb8fc01f6ac4c7c8dd0fb0b","Experience","Loyalty","Loyalty","Positive","Lunch"
"567496072cca0189feae1c7df5e53f13","4a1ada23d1b84b3d6bc2aed65294245a","Experience","Payment","Cost of Meal","Positive","Drinks"
"6839cf96c1cbcac6d0b4b7707df0f4c4","61d55e15002fea7e3a9e4c38160940ab","Food","Menu","Comments","Positive","$8.9"
"ef77d4e51026c979198f856a7d14ae97","16c1bf114cb70fd440dbccd13073936d","Food","Menu","Comments","Positive","Lunch"
"76aed0158dad7eccdf504890b4392c06","62877aa3147fc27ae127f5eef851c951","Experience","Amenities","Amenities","Negative","Tables"
"8d5d9079bbe27c37dd0dd85d5cb5bc6c","c901f14399c44133b4fe8402d97c87b7","Food","Menu","Comments","Positive","Chicken Shawarma Bowl"
"f1a2586ab717c84e54f8da3638fb9040","16bf16a4b269f8e32df72c4cc496642d","Food","Comments","Comments","Positive","White Chocolate Raspberry Pancakes"
"d5762caf3119655ddd53ede234142b53","40b21c58884261598c0c6c87b3454de3","Food","Quality","Taste","Positive","Egg"
"74c78a0569cae39583908ec861238300","46a034f8252515706d2477ef6f5aeb0e","Food","Quality","Appearance/Presentation","Positive","Shredded Beef"
"fed76a461a1a8032d0f3b312e675f090","138eb5d19b37cee8458d55fc25fb59a3","People","Team","Hospitality","Positive","Server"
"d14fc56521b78564ee358f29488e25c6","6aae14ee37bcf13418e2cd818db5697d","Food","Quality","Taste","Positive","Sandwiches"
"16eea0ef64597e9bb89a141b2db1fec6","ee81720a7ed35532bb184cf97d973796","People","Team","Hospitality","Positive","Server"
"1d18d6e611852a9758a650eb4dd28535","e873eb31217e92a8f53619e7448b0428","Experience","Amenities","Amenities","Positive","Lot"
"67adbcdf339098b0ba8c86a512b14eea","ad34de57460db914d2ca91fa39f1bd1a","People","Team","Hospitality","Negative","Lady"
"cad519ad9b45ee364e643c380dd69c1e","4edb406b4dab5c08fe642ed1e4ba1703","Food","Quality","Texture","Positive","Belgian Waffle Combo"
"b7fb9c39cbec721fbeab35cae6d0d4e1","60393494de5fa4873aa0a7b58b2d2893","Experience","Loyalty","Loyalty","Positive","Burbank"
"ef77d4e51026c979198f856a7d14ae97","7549f015afb7ed42352d8735b319e556","Food","Quality","Taste","Positive","Rice"
"b09234e89c4e2d66da1cd08687438f4d","16ef0f91aac0ad1a28e2dea04d8eb7c7","Food","Quality","Taste","Negative","Chilli"
"a5ce6387c0110ca1970c1cfa1395ca92","bdd8e30806f7ae8418b28fbd4498b5ee","Experience","Amenities","Comments","Positive","Ihop"
"4d4f292ad76238c4da3484170d2e3bb3","da156238fb5dd3552a7eea93469dac78","People","Team","Hospitality","Positive","Angie"
"fa172e3972c09c44b55f34623861d3fb","ef5eaf68f4befe6cf41009c03a4e51f6","Food","Menu","Comments","Positive","Liquor"
"6d735e8bdad070212e01c1fa5000af39","23d267203fccd89a9756af6a4eaa5301","Food","Menu","Comments","Negative","Cottage Cheese"
"3dc2c52861d2f705ece712cc7952a53e","93678fcaae76592094aaed2727221fbb","People","Team","Hospitality","Negative","Guy"
"33fa228c4ab0c4bc139a8bd202d1a896","582b500af2927fc0fcfa7e0b77263c97","Food","Quality","Taste","Positive","Frogtown Tacos Truck"
"05f503abb42b62692117816f927697ec","51872c2d36b2f95ac12354e952e2f5c4","Experience","Ordering","Order Accuracy","Positive","Delivery Service"
"3fb230759ba4d061a817b4e55e7a4cc7","46d387d5e47a41fcfe8b607899c75c34","Food","Quality","Appearance/Presentation","Negative","Grill"
"878e42ae93f91b43d721cacb59582d2f","e962290bcd5a49a64cc344933e434f70","Experience","Amenities","Inquiries","Positive","Wilshire"
"18d707f5c569627771a49e4ec598733c","8f4776b119acab0928be60ef5954678c","Food","Quality","Taste","Positive","Chips"
